"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"10282","bat9595","bat9551","bat9551_bat9595",NA,-0.2438,-0.2438,"tole","tole",0
"10283","bat9596","bat9551","bat9551_bat9596",NA,-0.1234,-0.1234,"tole","tole",0
"10284","c","bat9552","bat9552_c",NA,0.0762,0.0762,"tole","tole",0.0762
"10285","cc","bat9552","bat9552_cc",NA,0.0219,0.0219,"tole","tole",0.0219
"10286","ccc","bat9552","bat9552_ccc",NA,0.2018,0.2018,"tole","tole",0.2018
"10287","ccs","bat9552","bat9552_ccs",NA,-0.0047,-0.0047,"tole","tole",0
"10288","cd","bat9552","bat9552_cd",NA,0.2148,0.2148,"tole","tole",0.2148
"10289","cs","bat9552","bat9552_cs",NA,-0.1251,-0.1251,"tole","tole",0
"10290","csc","bat9552","bat9552_csc",NA,0.114,0.114,"tole","tole",0.114
"10291","d","bat9552","bat9552_d",NA,0.0166,0.0166,"tole","tole",0.0166
"10292","dcd","bat9552","bat9552_dcd",NA,0.2472,0.2472,"tole","tole",0.2472
"10293","dd","bat9552","bat9552_dd",NA,3e-04,3e-04,"tole","tole",3e-04
"10294","ddld","bat9552","bat9552_ddld",NA,0.2811,0.2811,"tole","tole",0.2811
"10295","ivy","bat9552","bat9552_ivy",NA,-0.0344,0,"bci","tole",0
"10296","dld","bat9552","bat9552_dld",NA,0.0404,0.0404,"tole","tole",0.0404
"10297","una","bat9552","bat9552_una",NA,0.1433,0,"bci","tole",0
"10298","tes","bat9552","bat9552_tes",NA,0.0507,0,"bci","tole",0
"10299","son.of.ola","bat9552","bat9552_son.of.ola",NA,0.0206,0,"bci","tole",0
"10300","dr","bat9552","bat9552_dr",NA,-0.1704,-0.1704,"tole","tole",0
"10301","ds","bat9552","bat9552_ds",NA,0.056,0.056,"tole","tole",0.056
"10302","female10","bat9552","bat9552_female10",NA,0.1754,0.1754,"tole","tole",0.1754
"10303","female12","bat9552","bat9552_female12",NA,-0.0436,-0.0436,"tole","tole",0
"10304","female13","bat9552","bat9552_female13",NA,-0.287,-0.287,"tole","tole",0
"10305","female14","bat9552","bat9552_female14",NA,0.0423,0.0423,"tole","tole",0.0423
"10306","female15","bat9552","bat9552_female15",NA,-0.0165,-0.0165,"tole","tole",0
"10307","female16","bat9552","bat9552_female16",NA,-0.0499,-0.0499,"tole","tole",0
"10308","female17","bat9552","bat9552_female17",NA,-0.0933,-0.0933,"tole","tole",0
"10309","female18","bat9552","bat9552_female18",NA,-0.2177,-0.2177,"tole","tole",0
"10310","female19","bat9552","bat9552_female19",NA,0.019,0.019,"tole","tole",0.019
"10311","female5","bat9552","bat9552_female5",NA,0.2529,0.2529,"tole","tole",0.2529
"10312","female6","bat9552","bat9552_female6",NA,-0.013,-0.013,"tole","tole",0
"10313","female7","bat9552","bat9552_female7",NA,0.2337,0.2337,"tole","tole",0.2337
"10314","female8","bat9552","bat9552_female8",NA,0.2028,0.2028,"tole","tole",0.2028
"10315","female9","bat9552","bat9552_female9",NA,-0.1434,-0.1434,"tole","tole",0
"10316","hilga","bat9552","bat9552_hilga",NA,0.0304,0.0304,"tole","tole",0.0304
"10317","ld","bat9552","bat9552_ld",NA,-0.1361,-0.1361,"tole","tole",0
"10318","ldc","bat9552","bat9552_ldc",NA,-0.137,-0.137,"tole","tole",0
"10319","ldd","bat9552","bat9552_ldd",NA,0.2415,0.2415,"tole","tole",0.2415
"10320","lds","bat9552","bat9552_lds",NA,-0.1284,-0.1284,"tole","tole",0
"10321","lsd","bat9552","bat9552_lsd",NA,-0.0503,-0.0503,"tole","tole",0
"10322","cat","bat9552","bat9552_cat",NA,-0.0992,0,"bci","tole",0
"10323","male16","bat9552","bat9552_male16",NA,-0.2083,-0.2083,"tole","tole",0
"10324","male18","bat9552","bat9552_male18",NA,0.2972,0.2972,"tole","tole",0.2972
"10325","male19","bat9552","bat9552_male19",NA,-0.0447,-0.0447,"tole","tole",0
"10326","male20","bat9552","bat9552_male20",NA,-0.1502,-0.1502,"tole","tole",0
"10327","male21","bat9552","bat9552_male21",NA,-0.0353,-0.0353,"tole","tole",0
"10328","male25","bat9552","bat9552_male25",NA,-0.133,-0.133,"tole","tole",0
"10329","male26","bat9552","bat9552_male26",NA,0.0472,0.0472,"tole","tole",0.0472
"10330","male27","bat9552","bat9552_male27",NA,0.0346,0.0346,"tole","tole",0.0346
"10331","male30","bat9552","bat9552_male30",NA,-0.0813,-0.0813,"tole","tole",0
"10332","male31","bat9552","bat9552_male31",NA,0.1479,0.1479,"tole","tole",0.1479
"10333","male32","bat9552","bat9552_male32",NA,0.1184,0.1184,"tole","tole",0.1184
"10334","male33","bat9552","bat9552_male33",NA,-0.0117,-0.0117,"tole","tole",0
"10335","male35","bat9552","bat9552_male35",NA,0.1713,0.1713,"tole","tole",0.1713
"10336","male36","bat9552","bat9552_male36",NA,0.2737,0.2737,"tole","tole",0.2737
"10337","male37","bat9552","bat9552_male37",NA,0.0099,0.0099,"tole","tole",0.0099
"10338","male38","bat9552","bat9552_male38",NA,0.0224,0.0224,"tole","tole",0.0224
"10339","male39","bat9552","bat9552_male39",NA,-0.2205,-0.2205,"tole","tole",0
"10340","pup0","bat9552","bat9552_pup0",NA,-0.0223,-0.0223,"tole","tole",0
"10341","r","bat9552","bat9552_r",NA,0.0355,0.0355,"tole","tole",0.0355
"10342","rc","bat9552","bat9552_rc",NA,0.0246,0.0246,"tole","tole",0.0246
"10343","s","bat9552","bat9552_s",NA,-0.249,-0.249,"tole","tole",0
"10344","sc","bat9552","bat9552_sc",NA,0.0351,0.0351,"tole","tole",0.0351
"10345","scs","bat9552","bat9552_scs",NA,-0.0231,-0.0231,"tole","tole",0
"10346","sd","bat9552","bat9552_sd",NA,-0.324,-0.324,"tole","tole",0
"10347","six","bat9552","bat9552_six",NA,0.0861,0,"bci","tole",0
"10348","sld","bat9552","bat9552_sld",NA,-0.1155,-0.1155,"tole","tole",0
"10349","dos","bat9552","bat9552_dos",NA,-0.0539,0,"bci","tole",0
"10350","ola","bat9552","bat9552_ola",NA,0.1528,0,"bci","tole",0
"10351","ss","bat9552","bat9552_ss",NA,0.3459,0.3459,"tole","tole",0.3459
"10352","sss","bat9552","bat9552_sss",NA,0.2869,0.2869,"tole","tole",0.2869
"10353","eve","bat9552","bat9552_eve",NA,-0.1621,0,"bci","tole",0
"10354","no.band","bat9552","bat9552_no.band",NA,NA,0,"bci","tole",0
"10355","ddd","bat9552","bat9552_ddd",NA,NA,0,"bci","tole",0
"10356","bat9530","bat9552","bat9530_bat9552",NA,-0.1541,-0.1541,"tole","tole",0
"10357","bat9532","bat9552","bat9532_bat9552",NA,-0.0216,-0.0216,"tole","tole",0
"10358","bat9533","bat9552","bat9533_bat9552",NA,-0.2303,-0.2303,"tole","tole",0
"10359","bat9535","bat9552","bat9535_bat9552",NA,0.1937,0.1937,"tole","tole",0.1937
"10360","bat9536","bat9552","bat9536_bat9552",NA,-0.0535,-0.0535,"tole","tole",0
"10361","bat9537","bat9552","bat9537_bat9552",NA,0.0929,0.0929,"tole","tole",0.0929
"10362","bat9538","bat9552","bat9538_bat9552",NA,0.2006,0.2006,"tole","tole",0.2006
"10363","bat9539","bat9552","bat9539_bat9552",NA,0.0096,0.0096,"tole","tole",0.0096
"10364","bat9540","bat9552","bat9540_bat9552",NA,-0.0849,-0.0849,"tole","tole",0
"10365","bat9541","bat9552","bat9541_bat9552",NA,0.16,0.16,"tole","tole",0.16
"10366","bat9542","bat9552","bat9542_bat9552",NA,0.074,0.074,"tole","tole",0.074
"10367","bat9543","bat9552","bat9543_bat9552",NA,0.0735,0.0735,"tole","tole",0.0735
"10368","bat9545","bat9552","bat9545_bat9552",NA,-0.1959,-0.1959,"tole","tole",0
"10369","bat9546","bat9552","bat9546_bat9552",NA,0.2362,0.2362,"tole","tole",0.2362
"10370","bat9547","bat9552","bat9547_bat9552",NA,-0.1406,-0.1406,"tole","tole",0
"10371","bat9548","bat9552","bat9548_bat9552",NA,-0.2564,-0.2564,"tole","tole",0
"10372","bat9549","bat9552","bat9549_bat9552",NA,-0.1238,-0.1238,"tole","tole",0
"10373","bat9550","bat9552","bat9550_bat9552",NA,-0.1497,-0.1497,"tole","tole",0
"10374","bat9551","bat9552","bat9551_bat9552",NA,0.0409,0.0409,"tole","tole",0.0409
"10375","bat9553","bat9552","bat9552_bat9553",NA,-0.0049,-0.0049,"tole","tole",0
"10376","bat9554","bat9552","bat9552_bat9554",NA,0.2647,0.2647,"tole","tole",0.2647
"10377","bat9555","bat9552","bat9552_bat9555",NA,0.0433,0.0433,"tole","tole",0.0433
"10378","bat9556","bat9552","bat9552_bat9556",NA,-0.2074,-0.2074,"tole","tole",0
"10379","bat9557","bat9552","bat9552_bat9557",NA,-0.1205,-0.1205,"tole","tole",0
"10380","bat9558","bat9552","bat9552_bat9558",NA,-0.0821,-0.0821,"tole","tole",0
"10381","bat9559","bat9552","bat9552_bat9559",NA,0.0556,0.0556,"tole","tole",0.0556
"10382","bat9561","bat9552","bat9552_bat9561",NA,0.2539,0.2539,"tole","tole",0.2539
"10383","bat9562","bat9552","bat9552_bat9562",NA,-0.2445,-0.2445,"tole","tole",0
"10384","bat9563","bat9552","bat9552_bat9563",NA,0.1683,0.1683,"tole","tole",0.1683
"10385","bat9564","bat9552","bat9552_bat9564",NA,0.1628,0.1628,"tole","tole",0.1628
"10386","bat9565","bat9552","bat9552_bat9565",NA,0.1459,0.1459,"tole","tole",0.1459
"10387","bat9566","bat9552","bat9552_bat9566",NA,0.172,0.172,"tole","tole",0.172
"10388","bat9567","bat9552","bat9552_bat9567",NA,0.1249,0.1249,"tole","tole",0.1249
"10389","bat9568","bat9552","bat9552_bat9568",NA,-0.0744,-0.0744,"tole","tole",0
"10390","bat9569","bat9552","bat9552_bat9569",NA,0.1613,0.1613,"tole","tole",0.1613
"10391","bat9570","bat9552","bat9552_bat9570",NA,0.0363,0.0363,"tole","tole",0.0363
"10392","bat9592","bat9552","bat9552_bat9592",NA,0.1003,0.1003,"tole","tole",0.1003
"10393","bat9593","bat9552","bat9552_bat9593",NA,0.1183,0.1183,"tole","tole",0.1183
"10394","bat9594","bat9552","bat9552_bat9594",NA,-0.1967,-0.1967,"tole","tole",0
"10395","bat9595","bat9552","bat9552_bat9595",NA,-0.1346,-0.1346,"tole","tole",0
"10396","bat9596","bat9552","bat9552_bat9596",NA,-0.1815,-0.1815,"tole","tole",0
"10397","c","bat9553","bat9553_c",NA,0.191,0.191,"tole","tole",0.191
"10398","cc","bat9553","bat9553_cc",NA,0.2475,0.2475,"tole","tole",0.2475
"10399","ccc","bat9553","bat9553_ccc",NA,0.3228,0.3228,"tole","tole",0.3228
"10400","ccs","bat9553","bat9553_ccs",NA,-0.0514,-0.0514,"tole","tole",0
"10401","cd","bat9553","bat9553_cd",NA,0.1888,0.1888,"tole","tole",0.1888
"10402","cs","bat9553","bat9553_cs",NA,-0.3177,-0.3177,"tole","tole",0
"10403","csc","bat9553","bat9553_csc",NA,0.1529,0.1529,"tole","tole",0.1529
"10404","d","bat9553","bat9553_d",NA,0.1961,0.1961,"tole","tole",0.1961
"10405","dcd","bat9553","bat9553_dcd",NA,-0.1657,-0.1657,"tole","tole",0
"10406","dd","bat9553","bat9553_dd",NA,0.1453,0.1453,"tole","tole",0.1453
"10407","ddld","bat9553","bat9553_ddld",NA,-0.1911,-0.1911,"tole","tole",0
"10408","ivy","bat9553","bat9553_ivy",NA,-0.1089,0,"bci","tole",0
"10409","dld","bat9553","bat9553_dld",NA,0.2841,0.2841,"tole","tole",0.2841
"10410","una","bat9553","bat9553_una",NA,-0.0187,0,"bci","tole",0
"10411","tes","bat9553","bat9553_tes",NA,-0.1819,0,"bci","tole",0
"10412","son.of.ola","bat9553","bat9553_son.of.ola",NA,-0.2125,0,"bci","tole",0
"10413","dr","bat9553","bat9553_dr",NA,-0.0935,-0.0935,"tole","tole",0
"10414","ds","bat9553","bat9553_ds",NA,0.0371,0.0371,"tole","tole",0.0371
"10415","female10","bat9553","bat9553_female10",NA,0.1302,0.1302,"tole","tole",0.1302
"10416","female12","bat9553","bat9553_female12",NA,-0.1327,-0.1327,"tole","tole",0
"10417","female13","bat9553","bat9553_female13",NA,-0.0602,-0.0602,"tole","tole",0
"10418","female14","bat9553","bat9553_female14",NA,-0.0156,-0.0156,"tole","tole",0
"10419","female15","bat9553","bat9553_female15",NA,-0.0197,-0.0197,"tole","tole",0
"10420","female16","bat9553","bat9553_female16",NA,-0.0293,-0.0293,"tole","tole",0
"10421","female17","bat9553","bat9553_female17",NA,-0.0326,-0.0326,"tole","tole",0
"10422","female18","bat9553","bat9553_female18",NA,-0.1758,-0.1758,"tole","tole",0
"10423","female19","bat9553","bat9553_female19",NA,0.315,0.315,"tole","tole",0.315
"10424","female5","bat9553","bat9553_female5",NA,-0.0221,-0.0221,"tole","tole",0
"10425","female6","bat9553","bat9553_female6",NA,0.3152,0.3152,"tole","tole",0.3152
"10426","female7","bat9553","bat9553_female7",NA,0.2971,0.2971,"tole","tole",0.2971
"10427","female8","bat9553","bat9553_female8",NA,0.0772,0.0772,"tole","tole",0.0772
"10428","female9","bat9553","bat9553_female9",NA,-0.0086,-0.0086,"tole","tole",0
"10429","hilga","bat9553","bat9553_hilga",NA,-0.0842,-0.0842,"tole","tole",0
"10430","ld","bat9553","bat9553_ld",NA,-0.1502,-0.1502,"tole","tole",0
"10431","ldc","bat9553","bat9553_ldc",NA,-0.0264,-0.0264,"tole","tole",0
"10432","ldd","bat9553","bat9553_ldd",NA,-0.1744,-0.1744,"tole","tole",0
"10433","lds","bat9553","bat9553_lds",NA,0.0973,0.0973,"tole","tole",0.0973
"10434","lsd","bat9553","bat9553_lsd",NA,-0.1518,-0.1518,"tole","tole",0
"10435","cat","bat9553","bat9553_cat",NA,-0.2277,0,"bci","tole",0
"10436","male16","bat9553","bat9553_male16",NA,-0.1266,-0.1266,"tole","tole",0
"10437","male18","bat9553","bat9553_male18",NA,-0.2305,-0.2305,"tole","tole",0
"10438","male19","bat9553","bat9553_male19",NA,0.1077,0.1077,"tole","tole",0.1077
"10439","male20","bat9553","bat9553_male20",NA,0.2195,0.2195,"tole","tole",0.2195
"10440","male21","bat9553","bat9553_male21",NA,-0.0964,-0.0964,"tole","tole",0
"10441","male25","bat9553","bat9553_male25",NA,-0.1033,-0.1033,"tole","tole",0
"10442","male26","bat9553","bat9553_male26",NA,-0.147,-0.147,"tole","tole",0
"10443","male27","bat9553","bat9553_male27",NA,-0.3483,-0.3483,"tole","tole",0
"10444","male30","bat9553","bat9553_male30",NA,-0.1096,-0.1096,"tole","tole",0
"10445","male31","bat9553","bat9553_male31",NA,-0.0851,-0.0851,"tole","tole",0
"10446","male32","bat9553","bat9553_male32",NA,0.0706,0.0706,"tole","tole",0.0706
"10447","male33","bat9553","bat9553_male33",NA,0.0132,0.0132,"tole","tole",0.0132
"10448","male35","bat9553","bat9553_male35",NA,0.0859,0.0859,"tole","tole",0.0859
"10449","male36","bat9553","bat9553_male36",NA,-0.1737,-0.1737,"tole","tole",0
"10450","male37","bat9553","bat9553_male37",NA,0.0029,0.0029,"tole","tole",0.0029
"10451","male38","bat9553","bat9553_male38",NA,0.323,0.323,"tole","tole",0.323
"10452","male39","bat9553","bat9553_male39",NA,-0.1964,-0.1964,"tole","tole",0
"10453","pup0","bat9553","bat9553_pup0",NA,-0.0801,-0.0801,"tole","tole",0
"10454","r","bat9553","bat9553_r",NA,0.2379,0.2379,"tole","tole",0.2379
"10455","rc","bat9553","bat9553_rc",NA,-0.0945,-0.0945,"tole","tole",0
"10456","s","bat9553","bat9553_s",NA,-0.0242,-0.0242,"tole","tole",0
"10457","sc","bat9553","bat9553_sc",NA,0.139,0.139,"tole","tole",0.139
"10458","scs","bat9553","bat9553_scs",NA,-0.0833,-0.0833,"tole","tole",0
"10459","sd","bat9553","bat9553_sd",NA,-0.3072,-0.3072,"tole","tole",0
"10460","six","bat9553","bat9553_six",NA,-0.4165,0,"bci","tole",0
"10461","sld","bat9553","bat9553_sld",NA,0.1529,0.1529,"tole","tole",0.1529
"10462","dos","bat9553","bat9553_dos",NA,-0.1935,0,"bci","tole",0
"10463","ola","bat9553","bat9553_ola",NA,0.111,0,"bci","tole",0
"10464","ss","bat9553","bat9553_ss",NA,-0.2044,-0.2044,"tole","tole",0
"10465","sss","bat9553","bat9553_sss",NA,-0.2047,-0.2047,"tole","tole",0
"10466","eve","bat9553","bat9553_eve",NA,0.0133,0,"bci","tole",0
"10467","no.band","bat9553","bat9553_no.band",NA,NA,0,"bci","tole",0
"10468","ddd","bat9553","bat9553_ddd",NA,NA,0,"bci","tole",0
"10469","bat9530","bat9553","bat9530_bat9553",NA,0.2283,0.2283,"tole","tole",0.2283
"10470","bat9532","bat9553","bat9532_bat9553",NA,-0.0472,-0.0472,"tole","tole",0
"10471","bat9533","bat9553","bat9533_bat9553",NA,-0.0949,-0.0949,"tole","tole",0
"10472","bat9535","bat9553","bat9535_bat9553",NA,0.0314,0.0314,"tole","tole",0.0314
"10473","bat9536","bat9553","bat9536_bat9553",NA,0.1327,0.1327,"tole","tole",0.1327
"10474","bat9537","bat9553","bat9537_bat9553",NA,0.1901,0.1901,"tole","tole",0.1901
"10475","bat9538","bat9553","bat9538_bat9553",NA,0.1219,0.1219,"tole","tole",0.1219
"10476","bat9539","bat9553","bat9539_bat9553",NA,-0.0777,-0.0777,"tole","tole",0
"10477","bat9540","bat9553","bat9540_bat9553",NA,0.1466,0.1466,"tole","tole",0.1466
"10478","bat9541","bat9553","bat9541_bat9553",NA,0.0993,0.0993,"tole","tole",0.0993
"10479","bat9542","bat9553","bat9542_bat9553",NA,0.2243,0.2243,"tole","tole",0.2243
"10480","bat9543","bat9553","bat9543_bat9553",NA,0.0027,0.0027,"tole","tole",0.0027
"10481","bat9545","bat9553","bat9545_bat9553",NA,-0.0305,-0.0305,"tole","tole",0
"10482","bat9546","bat9553","bat9546_bat9553",NA,0.1612,0.1612,"tole","tole",0.1612
"10483","bat9547","bat9553","bat9547_bat9553",NA,-0.2937,-0.2937,"tole","tole",0
"10484","bat9548","bat9553","bat9548_bat9553",NA,-0.2028,-0.2028,"tole","tole",0
"10485","bat9549","bat9553","bat9549_bat9553",NA,0.1028,0.1028,"tole","tole",0.1028
"10486","bat9550","bat9553","bat9550_bat9553",NA,0.1443,0.1443,"tole","tole",0.1443
"10487","bat9551","bat9553","bat9551_bat9553",NA,0.2924,0.2924,"tole","tole",0.2924
"10488","bat9552","bat9553","bat9552_bat9553",NA,-0.0049,-0.0049,"tole","tole",0
"10489","bat9554","bat9553","bat9553_bat9554",NA,0.092,0.092,"tole","tole",0.092
"10490","bat9555","bat9553","bat9553_bat9555",NA,0.2502,0.2502,"tole","tole",0.2502
"10491","bat9556","bat9553","bat9553_bat9556",NA,-0.0279,-0.0279,"tole","tole",0
"10492","bat9557","bat9553","bat9553_bat9557",NA,0.1151,0.1151,"tole","tole",0.1151
"10493","bat9558","bat9553","bat9553_bat9558",NA,0.1399,0.1399,"tole","tole",0.1399
"10494","bat9559","bat9553","bat9553_bat9559",NA,0.2355,0.2355,"tole","tole",0.2355
"10495","bat9561","bat9553","bat9553_bat9561",NA,-0.0042,-0.0042,"tole","tole",0
"10496","bat9562","bat9553","bat9553_bat9562",NA,-0.0564,-0.0564,"tole","tole",0
"10497","bat9563","bat9553","bat9553_bat9563",NA,-0.0266,-0.0266,"tole","tole",0
"10498","bat9564","bat9553","bat9553_bat9564",NA,0.0465,0.0465,"tole","tole",0.0465
"10499","bat9565","bat9553","bat9553_bat9565",NA,0.0431,0.0431,"tole","tole",0.0431
"10500","bat9566","bat9553","bat9553_bat9566",NA,0.1384,0.1384,"tole","tole",0.1384
"10501","bat9567","bat9553","bat9553_bat9567",NA,0.0418,0.0418,"tole","tole",0.0418
"10502","bat9568","bat9553","bat9553_bat9568",NA,0.0268,0.0268,"tole","tole",0.0268
"10503","bat9569","bat9553","bat9553_bat9569",NA,-0.1056,-0.1056,"tole","tole",0
"10504","bat9570","bat9553","bat9553_bat9570",NA,0.0399,0.0399,"tole","tole",0.0399
"10505","bat9592","bat9553","bat9553_bat9592",NA,0.0623,0.0623,"tole","tole",0.0623
"10506","bat9593","bat9553","bat9553_bat9593",NA,0.0393,0.0393,"tole","tole",0.0393
"10507","bat9594","bat9553","bat9553_bat9594",NA,0.0337,0.0337,"tole","tole",0.0337
"10508","bat9595","bat9553","bat9553_bat9595",NA,-0.0713,-0.0713,"tole","tole",0
"10509","bat9596","bat9553","bat9553_bat9596",NA,0.1893,0.1893,"tole","tole",0.1893
"10510","c","bat9554","bat9554_c",NA,-0.0035,-0.0035,"tole","tole",0
"10511","cc","bat9554","bat9554_cc",NA,-0.2354,-0.2354,"tole","tole",0
"10512","ccc","bat9554","bat9554_ccc",NA,0.0142,0.0142,"tole","tole",0.0142
"10513","ccs","bat9554","bat9554_ccs",NA,0.0771,0.0771,"tole","tole",0.0771
"10514","cd","bat9554","bat9554_cd",NA,0.2079,0.2079,"tole","tole",0.2079
"10515","cs","bat9554","bat9554_cs",NA,-0.0341,-0.0341,"tole","tole",0
"10516","csc","bat9554","bat9554_csc",NA,0.1433,0.1433,"tole","tole",0.1433
"10517","d","bat9554","bat9554_d",NA,0.0465,0.0465,"tole","tole",0.0465
"10518","dcd","bat9554","bat9554_dcd",NA,0.003,0.003,"tole","tole",0.003
"10519","dd","bat9554","bat9554_dd",NA,-0.2367,-0.2367,"tole","tole",0
"10520","ddld","bat9554","bat9554_ddld",NA,-0.1438,-0.1438,"tole","tole",0
"10521","ivy","bat9554","bat9554_ivy",NA,-0.198,0,"bci","tole",0
"10522","dld","bat9554","bat9554_dld",NA,-0.0175,-0.0175,"tole","tole",0
"10523","una","bat9554","bat9554_una",NA,-0.1176,0,"bci","tole",0
"10524","tes","bat9554","bat9554_tes",NA,-0.2783,0,"bci","tole",0
"10525","son.of.ola","bat9554","bat9554_son.of.ola",NA,-0.2115,0,"bci","tole",0
"10526","dr","bat9554","bat9554_dr",NA,-0.0715,-0.0715,"tole","tole",0
"10527","ds","bat9554","bat9554_ds",NA,-0.0657,-0.0657,"tole","tole",0
"10528","female10","bat9554","bat9554_female10",NA,0.274,0.274,"tole","tole",0.274
"10529","female12","bat9554","bat9554_female12",NA,0.1189,0.1189,"tole","tole",0.1189
"10530","female13","bat9554","bat9554_female13",NA,0.0787,0.0787,"tole","tole",0.0787
"10531","female14","bat9554","bat9554_female14",NA,-0.0516,-0.0516,"tole","tole",0
"10532","female15","bat9554","bat9554_female15",NA,0.0519,0.0519,"tole","tole",0.0519
"10533","female16","bat9554","bat9554_female16",NA,0.1066,0.1066,"tole","tole",0.1066
"10534","female17","bat9554","bat9554_female17",NA,-0.1926,-0.1926,"tole","tole",0
"10535","female18","bat9554","bat9554_female18",NA,0.0501,0.0501,"tole","tole",0.0501
"10536","female19","bat9554","bat9554_female19",NA,0.0457,0.0457,"tole","tole",0.0457
"10537","female5","bat9554","bat9554_female5",NA,-0.0618,-0.0618,"tole","tole",0
"10538","female6","bat9554","bat9554_female6",NA,-0.0518,-0.0518,"tole","tole",0
"10539","female7","bat9554","bat9554_female7",NA,0.1666,0.1666,"tole","tole",0.1666
"10540","female8","bat9554","bat9554_female8",NA,0.1193,0.1193,"tole","tole",0.1193
"10541","female9","bat9554","bat9554_female9",NA,-0.0244,-0.0244,"tole","tole",0
"10542","hilga","bat9554","bat9554_hilga",NA,-0.0391,-0.0391,"tole","tole",0
"10543","ld","bat9554","bat9554_ld",NA,0.0819,0.0819,"tole","tole",0.0819
"10544","ldc","bat9554","bat9554_ldc",NA,-0.1972,-0.1972,"tole","tole",0
"10545","ldd","bat9554","bat9554_ldd",NA,-0.0831,-0.0831,"tole","tole",0
"10546","lds","bat9554","bat9554_lds",NA,-0.1558,-0.1558,"tole","tole",0
"10547","lsd","bat9554","bat9554_lsd",NA,0.1476,0.1476,"tole","tole",0.1476
"10548","cat","bat9554","bat9554_cat",NA,-0.2032,0,"bci","tole",0
"10549","male16","bat9554","bat9554_male16",NA,0.0275,0.0275,"tole","tole",0.0275
"10550","male18","bat9554","bat9554_male18",NA,0.017,0.017,"tole","tole",0.017
"10551","male19","bat9554","bat9554_male19",NA,-0.2372,-0.2372,"tole","tole",0
"10552","male20","bat9554","bat9554_male20",NA,-0.0024,-0.0024,"tole","tole",0
"10553","male21","bat9554","bat9554_male21",NA,-0.1298,-0.1298,"tole","tole",0
"10554","male25","bat9554","bat9554_male25",NA,0.1891,0.1891,"tole","tole",0.1891
"10555","male26","bat9554","bat9554_male26",NA,-0.2322,-0.2322,"tole","tole",0
"10556","male27","bat9554","bat9554_male27",NA,-0.0434,-0.0434,"tole","tole",0
"10557","male30","bat9554","bat9554_male30",NA,-0.0199,-0.0199,"tole","tole",0
"10558","male31","bat9554","bat9554_male31",NA,0.0632,0.0632,"tole","tole",0.0632
"10559","male32","bat9554","bat9554_male32",NA,-0.0914,-0.0914,"tole","tole",0
"10560","male33","bat9554","bat9554_male33",NA,-0.1318,-0.1318,"tole","tole",0
"10561","male35","bat9554","bat9554_male35",NA,-0.0283,-0.0283,"tole","tole",0
"10562","male36","bat9554","bat9554_male36",NA,0.0082,0.0082,"tole","tole",0.0082
"10563","male37","bat9554","bat9554_male37",NA,-0.0365,-0.0365,"tole","tole",0
"10564","male38","bat9554","bat9554_male38",NA,-0.2034,-0.2034,"tole","tole",0
"10565","male39","bat9554","bat9554_male39",NA,-0.1184,-0.1184,"tole","tole",0
"10566","pup0","bat9554","bat9554_pup0",NA,0.1609,0.1609,"tole","tole",0.1609
"10567","r","bat9554","bat9554_r",NA,-0.0882,-0.0882,"tole","tole",0
"10568","rc","bat9554","bat9554_rc",NA,0.1085,0.1085,"tole","tole",0.1085
"10569","s","bat9554","bat9554_s",NA,-0.3687,-0.3687,"tole","tole",0
"10570","sc","bat9554","bat9554_sc",NA,0.1817,0.1817,"tole","tole",0.1817
"10571","scs","bat9554","bat9554_scs",NA,-0.1778,-0.1778,"tole","tole",0
"10572","sd","bat9554","bat9554_sd",NA,-0.0424,-0.0424,"tole","tole",0
"10573","six","bat9554","bat9554_six",NA,-0.3,0,"bci","tole",0
"10574","sld","bat9554","bat9554_sld",NA,-0.0784,-0.0784,"tole","tole",0
"10575","dos","bat9554","bat9554_dos",NA,-0.3535,0,"bci","tole",0
"10576","ola","bat9554","bat9554_ola",NA,-0.1448,0,"bci","tole",0
"10577","ss","bat9554","bat9554_ss",NA,0.1048,0.1048,"tole","tole",0.1048
"10578","sss","bat9554","bat9554_sss",NA,0.1231,0.1231,"tole","tole",0.1231
"10579","eve","bat9554","bat9554_eve",NA,0.0144,0,"bci","tole",0
"10580","no.band","bat9554","bat9554_no.band",NA,NA,0,"bci","tole",0
"10581","ddd","bat9554","bat9554_ddd",NA,NA,0,"bci","tole",0
"10582","bat9530","bat9554","bat9530_bat9554",NA,0.0098,0.0098,"tole","tole",0.0098
"10583","bat9532","bat9554","bat9532_bat9554",NA,-0.0403,-0.0403,"tole","tole",0
"10584","bat9533","bat9554","bat9533_bat9554",NA,-0.1517,-0.1517,"tole","tole",0
"10585","bat9535","bat9554","bat9535_bat9554",NA,0.4511,0.4511,"tole","tole",0.4511
"10586","bat9536","bat9554","bat9536_bat9554",NA,0.1244,0.1244,"tole","tole",0.1244
"10587","bat9537","bat9554","bat9537_bat9554",NA,-0.0021,-0.0021,"tole","tole",0
"10588","bat9538","bat9554","bat9538_bat9554",NA,0.0501,0.0501,"tole","tole",0.0501
"10589","bat9539","bat9554","bat9539_bat9554",NA,0.0077,0.0077,"tole","tole",0.0077
"10590","bat9540","bat9554","bat9540_bat9554",NA,-0.1648,-0.1648,"tole","tole",0
